PlayerName,SeasonStartYear,PPG,REB,AST,STL,BLK,TOV,TS%,PerformanceMetric,InflationAdjSalary,Team,Age,position
Alec Burks,2018,7.72,3.0,1.05,0.58,0.13,0.94,0.53,22.34,13565656,UTA,26,SG
Anthony Tolliver,2014,6.14,2.63,0.66,0.3,0.23,0.36,0.6,22.33,3729637,CHA,28,PF
Dragan Bender,2018,6.48,4.4,1.59,0.27,0.65,1.37,0.52,22.33,5481146,PHO,20,PF
Spencer Hawes,2016,5.96,4.28,1.91,0.39,0.47,1.02,0.51,22.32,7109027,CHO,27,PF
Seth Curry,2019,7.85,1.62,0.89,0.49,0.16,0.82,0.6,22.3,8631463,POR,28,SG
Bismack Biyombo,2019,4.37,4.57,0.61,0.2,0.76,0.63,0.6,22.29,19665917,CHO,26,C
Georges Niang,2021,6.94,2.44,0.82,0.35,0.11,0.71,0.6,22.28,3598972,UTA,27,PF
Evan Fournier,2014,8.39,2.66,1.47,0.45,0.09,1.32,0.53,22.26,1844827,DEN,21,SG
Keita Bates-Diop,2020,6.55,2.89,0.68,0.43,0.55,0.39,0.54,22.26,516211,TOT,24,PF
Corey Brewer,2011,8.63,2.71,1.38,1.59,0.25,1.38,0.47,22.26,4015626,MIN,24,SF
Quincy Acy,2016,5.2,3.19,0.46,0.49,0.41,0.46,0.63,22.23,3645833,SAC,25,PF
Royce O'Neale,2019,5.2,3.48,1.51,0.66,0.29,0.85,0.59,22.22,1872334,UTA,25,SF
Gorgui Dieng,2021,5.31,2.63,1.19,0.56,0.13,0.63,0.65,22.2,4362390,SAS,31,C
Ekpe Udoh,2012,5.57,4.16,0.93,0.66,1.67,0.87,0.49,22.19,4551463,TOT,24,C
Leandro Barbosa,2012,8.91,2.23,1.5,0.91,0.0,1.18,0.5,22.19,1587262,IND,29,SG
Torrey Craig,2019,5.73,3.51,0.96,0.49,0.61,0.59,0.55,22.19,2313637,DEN,28,SF
Justin Anderson,2017,7.09,3.27,0.88,0.55,0.31,0.88,0.54,22.18,1910577,TOT,23,SF
Lance Stephenson,2015,8.21,4.54,3.93,0.62,0.13,2.1,0.42,22.18,11175081,CHO,24,SG
Mike Dunleavy,2016,7.16,2.68,1.26,0.45,0.32,0.84,0.54,22.16,5947292,CHI,35,SF
Norris Cole,2015,7.64,2.12,3.4,0.76,0.2,1.32,0.48,22.16,3978055,TOT,26,PG
Martell Webster,2012,6.89,3.57,0.85,0.66,0.36,0.98,0.53,22.16,2840725,MIN,25,SF
Mike Muscala,2019,5.88,2.59,0.82,0.24,0.65,0.29,0.58,22.16,2346715,LAL,27,PF
Jonas Jerebko,2018,5.8,3.32,0.57,0.32,0.16,0.36,0.59,22.14,2546364,UTA,30,PF
Cory Joseph,2021,6.57,2.25,2.45,0.89,0.2,1.0,0.53,22.13,7972268,SAC,29,PG
Anthony Randolph,2011,7.63,4.0,0.82,0.55,0.6,1.32,0.51,22.13,3821646,TOT,21,C
Josh Howard,2012,8.65,3.67,1.16,0.74,0.23,1.23,0.46,22.12,1437872,UTA,31,SF
Tyler Cook,2021,5.5,3.32,0.54,0.29,0.07,0.71,0.67,22.11,504542,DET,23,SF
Alan Anderson,2012,9.59,2.0,1.53,0.29,0.18,1.47,0.52,22.11,1142901,TOR,29,SF
Kyle O'Quinn,2015,5.76,3.9,1.16,0.61,0.76,1.08,0.55,22.1,4656283,ORL,24,PF
Jerryd Bayless,2010,8.51,1.62,2.32,0.35,0.07,1.27,0.53,22.1,3116659,POR,21,SG
Ray McCallum,2015,7.4,2.65,2.76,0.66,0.16,1.25,0.5,22.09,1336983,SAC,23,PG
Trevor Booker,2013,5.33,4.98,0.83,0.67,0.33,0.65,0.51,22.08,2983134,WAS,25,PF
Daniel Gibson,2012,7.51,2.89,2.17,0.74,0.46,1.29,0.49,22.07,6188047,CLE,25,SG
Will Bynum,2011,7.9,1.21,3.2,0.85,0.07,1.36,0.52,22.04,4266357,DET,28,PG
Lance Thomas,2016,8.2,2.22,0.9,0.37,0.12,0.97,0.56,22.02,7611304,NYK,27,PF
Danny Granger,2014,8.24,3.24,1.0,0.29,0.41,1.12,0.5,22.0,2610746,TOT,30,SF
Tayshaun Prince,2015,7.31,3.19,1.42,0.35,0.23,0.58,0.48,21.98,1861504,MEM,34,SF
Miles Plumlee,2016,5.15,3.8,0.26,0.34,0.82,0.66,0.61,21.98,15244738,MIL,27,C
Toney Douglas,2013,7.52,1.94,2.13,1.0,0.04,1.14,0.53,21.98,2030361,TOT,26,PG
Noah Vonleh,2018,4.89,5.76,0.63,0.35,0.31,0.57,0.51,21.97,1906603,TOT,22,PF
Willie Green,2011,8.73,2.09,0.96,0.47,0.17,0.87,0.51,21.97,1605681,NOH,29,SG
Emmanuel Mudiay,2018,8.82,2.64,3.86,0.91,0.32,1.86,0.43,21.96,5049829,NYK,21,PG
Nemanja Bjelica,2016,5.13,3.5,1.38,0.43,0.35,0.78,0.59,21.94,4671774,MIN,27,PF
Cheick Diallo,2018,4.88,4.06,0.37,0.21,0.4,0.54,0.62,21.92,1816690,NOP,21,PF
Austin Rivers,2021,7.33,2.24,2.0,0.57,0.0,1.05,0.55,21.92,2619110,NYK,28,SG
James Posey,2010,5.18,4.27,1.52,0.55,0.25,0.66,0.52,21.92,9718386,NOH,33,SF
Maxi Kleber,2018,5.36,3.25,0.71,0.36,0.65,0.42,0.58,21.9,1620659,DAL,26,PF
Langston Galloway,2017,7.91,2.11,1.26,0.62,0.08,0.62,0.51,21.9,8064365,TOT,25,PG
Jason Thompson,2016,4.58,4.21,0.53,0.42,0.63,0.42,0.57,21.9,1098276,TOR,29,C
Tony Parker,2018,7.65,1.73,3.55,0.51,0.02,1.24,0.5,21.89,5879443,SAS,35,PG
Jason Smith,2016,7.18,2.88,0.82,0.43,0.86,0.75,0.51,21.88,6147072,ORL,29,C
Alec Burks,2019,8.41,1.59,1.18,0.35,0.24,0.88,0.55,21.88,2683870,UTA,27,SG
Kosta Koufos,2015,5.17,5.26,0.46,0.36,0.78,0.85,0.53,21.87,9560902,MEM,25,C
Kris Humphries,2016,6.38,3.38,0.62,0.48,0.33,0.67,0.55,21.87,10609845,ATL,30,PF
Doug McDermott,2019,7.32,1.42,0.87,0.23,0.1,0.55,0.62,21.87,8483336,IND,27,SF
Emmanuel Mudiay,2018,8.64,2.38,3.22,0.64,0.17,1.77,0.47,21.86,5049829,TOT,21,PG
Tyson Chandler,2019,3.15,5.58,0.67,0.38,0.42,0.76,0.63,21.86,2966954,TOT,36,C
Stanley Johnson,2019,7.46,3.65,1.25,1.0,0.27,1.15,0.48,21.85,4191153,DET,22,SF
Darrell Arthur,2017,6.39,2.73,1.02,0.46,0.51,0.88,0.58,21.84,9029966,DEN,28,PF
Toney Douglas,2013,8.14,1.84,1.9,0.82,0.04,1.14,0.52,21.83,2030361,HOU,26,PG
Emmanuel Mudiay,2018,8.55,2.24,2.88,0.5,0.1,1.71,0.5,21.83,5049829,DEN,21,PG
Jamal Crawford,2019,7.94,1.33,3.58,0.52,0.19,1.55,0.52,21.83,335249,PHO,38,SG
Kris Humphries,2016,6.47,4.11,0.68,0.3,0.43,0.72,0.52,21.83,10609845,TOT,30,PF
Khem Birch,2020,4.42,4.58,1.04,0.42,0.48,0.65,0.57,21.82,3461406,ORL,27,C
Steve Novak,2013,6.6,1.88,0.43,0.35,0.1,0.15,0.6,21.81,4758661,NYK,29,SF
Quincy Acy,2015,5.85,4.43,1.0,0.4,0.32,0.88,0.53,21.8,1218515,NYK,24,PF
Doug McDermott,2018,7.18,2.44,0.91,0.18,0.22,0.62,0.56,21.79,8623184,NYK,26,SF
Brandon Jennings,2016,7.0,2.0,4.0,0.72,0.2,1.4,0.49,21.79,6869128,ORL,26,PG
OG Anunoby,2019,7.0,2.94,0.7,0.69,0.33,0.82,0.54,21.78,2639628,TOR,21,SF
Jason Smith,2017,5.68,3.49,0.5,0.28,0.73,0.78,0.6,21.77,6320446,WAS,30,C
Bismack Biyombo,2012,5.19,5.84,0.43,0.32,1.83,1.13,0.48,21.77,3883944,CHA,19,C
Miles Plumlee,2015,4.31,5.07,0.5,0.65,1.02,0.83,0.55,21.77,2619057,PHO,26,C
Jaylen Hoard,2021,6.11,3.42,1.26,0.68,0.26,0.89,0.55,21.76,209242,OKC,21,SF
Tyson Chandler,2019,3.06,5.58,0.65,0.4,0.46,0.73,0.63,21.76,2966954,LAL,36,C
Gary Neal,2014,10.03,1.67,1.53,0.23,0.0,1.3,0.5,21.75,4040440,MIL,29,SG
Marcus Thornton,2014,8.33,2.7,1.02,0.67,0.17,0.83,0.48,21.75,10812840,SAC,26,SG
Jerryd Bayless,2014,8.06,1.9,2.13,0.65,0.16,0.71,0.47,21.74,3729637,MEM,25,PG
Andre Miller,2014,5.87,2.43,3.33,0.5,0.23,1.1,0.53,21.73,5749857,DEN,37,SG
Pablo Prigioni,2014,3.82,1.95,3.45,1.02,0.03,0.91,0.64,21.71,2067413,NYK,36,PG
JaKarr Sampson,2018,4.68,3.55,0.41,0.36,1.0,0.36,0.58,21.7,100487,SAC,24,SF
Tyler Zeller,2014,5.7,4.03,0.51,0.26,0.54,0.86,0.58,21.69,2118135,CLE,24,C
Juan Toscano-Anderson,2020,5.31,4.0,2.0,1.0,0.38,1.23,0.53,21.65,1084987,GSW,26,SG
Mike Scott,2016,6.19,2.75,1.04,0.33,0.23,0.56,0.57,21.64,4098047,ATL,27,PF
Nemanja Bjelica,2017,6.2,3.75,1.22,0.62,0.31,0.91,0.53,21.64,4778136,MIN,28,PF
Jason Williams,2010,6.01,1.54,3.63,0.65,0.04,1.06,0.56,21.64,2551871,ORL,34,PG
Shelvin Mack,2017,7.82,2.27,2.8,0.76,0.05,1.64,0.52,21.63,7257929,UTA,26,PG
Chase Budinger,2015,6.82,2.96,0.96,0.66,0.15,0.73,0.54,21.63,6528832,MIN,26,SF
Corey Brewer,2019,7.57,2.43,1.43,1.71,0.29,1.14,0.48,21.59,211830,PHI,32,SF
Kyle Singler,2015,7.13,2.57,1.24,0.61,0.26,0.78,0.53,21.59,5587540,DET,26,SF
Stanley Johnson,2016,8.12,4.19,1.62,0.75,0.16,1.56,0.46,21.57,3651213,DET,19,SF
Chimezie Metu,2021,6.28,3.11,0.78,0.39,0.5,0.81,0.57,21.57,1922501,SAC,23,C
Kris Humphries,2016,6.43,4.11,0.57,0.11,0.5,0.71,0.52,21.57,10609845,WAS,30,PF
Jordan Hamilton,2014,6.82,3.41,0.87,0.79,0.33,0.69,0.5,21.56,1532396,DEN,23,SF
Raymond Felton,2017,6.72,2.73,2.39,0.82,0.28,1.04,0.5,21.56,2816865,LAC,32,PG
Mario Chalmers,2010,7.14,1.85,3.37,1.25,0.16,1.68,0.52,21.56,1161493,MIA,23,PG
Jahlil Okafor,2018,6.38,2.92,0.42,0.12,0.62,0.69,0.59,21.53,1842625,BRK,22,C
Quinn Cook,2019,6.88,2.12,1.57,0.27,0.04,0.68,0.57,21.53,3470455,GSW,25,PG
John Salmons,2012,7.48,2.91,2.02,0.8,0.15,0.98,0.47,21.52,10433213,SAC,32,SF
Lavoy Allen,2015,5.0,5.13,1.16,0.24,0.67,0.63,0.49,21.52,4407948,IND,25,C
Rodney McGruder,2017,6.37,3.28,1.59,0.59,0.23,0.72,0.51,21.51,1587806,MIA,25,SG
Hollis Thompson,2014,5.99,3.21,0.95,0.69,0.16,0.78,0.57,21.51,1015060,PHI,22,SF
Chris Wilcox,2012,5.43,4.36,0.43,0.39,0.32,1.07,0.61,21.51,1745989,BOS,29,C
Jared Jeffries,2010,5.31,4.11,1.44,0.89,1.01,1.09,0.51,21.5,9358133,TOT,28,PF
Devin Harris,2017,6.72,1.95,2.09,0.66,0.11,0.88,0.55,21.5,5325561,DAL,33,PG
Thomas Robinson,2015,5.7,5.61,0.61,0.59,0.37,1.09,0.5,21.5,1218515,TOT,23,PF
Sam Young,2011,7.33,2.4,0.91,0.87,0.29,0.78,0.52,21.5,1244201,MEM,25,SF
Solomon Hill,2020,5.71,3.0,1.96,0.65,0.15,0.83,0.55,21.49,2499153,MEM,28,PF
Ben McLemore,2014,8.78,2.87,1.0,0.55,0.22,1.17,0.49,21.49,3762309,SAC,20,SG
Courtney Lee,2014,7.37,1.63,1.07,0.67,0.3,0.83,0.57,21.49,6775508,BOS,28,SG
Shane Battier,2011,5.0,4.0,1.39,0.7,0.43,0.7,0.53,21.48,3938176,MEM,32,SF
Ed Davis,2014,5.67,4.13,0.43,0.27,0.68,0.63,0.54,21.48,1219695,MEM,24,PF
Nick Young,2012,9.73,1.64,0.45,0.64,0.27,1.09,0.51,21.48,7747435,LAC,26,SG
Marquese Chriss,2021,6.5,6.5,1.0,0.0,1.0,1.0,0.41,21.45,1410033,GSW,23,PF
Jonah Bolden,2019,4.7,3.75,0.91,0.39,0.89,0.82,0.6,21.43,103935,PHI,23,PF
Al-Farouq Aminu,2021,5.47,5.35,1.71,1.0,0.53,1.47,0.48,21.43,11272002,ORL,30,PF
Gary Neal,2015,9.6,2.19,1.86,0.37,0.02,1.28,0.47,21.43,2655944,CHO,30,SG
Shane Larkin,2015,6.18,2.32,2.97,1.22,0.12,1.09,0.5,21.43,1862513,NYK,22,PG
Anthony Tolliver,2015,6.34,3.11,0.78,0.32,0.21,0.67,0.57,21.42,3725027,TOT,29,PF
Juwan Howard,2010,5.99,4.59,0.84,0.37,0.14,0.99,0.54,21.42,1838213,POR,36,C
Carlos Arroyo,2010,6.1,1.81,3.13,0.5,0.08,0.75,0.53,21.41,1662824,MIA,30,PG
Derek Fisher,2013,8.56,1.67,3.44,0.56,0.22,2.0,0.51,21.41,1775940,DAL,38,PG
James Johnson,2021,5.72,2.97,1.72,0.83,0.79,0.93,0.53,21.41,2881021,DAL,33,PF
Khem Birch,2018,4.24,4.29,0.81,0.36,0.5,0.5,0.58,21.41,1620659,ORL,25,C
Ivan Johnson,2012,6.36,4.04,0.57,0.77,0.32,1.23,0.56,21.4,1242423,ATL,27,PF
Luke Babbitt,2014,6.3,3.26,1.07,0.26,0.41,0.56,0.52,21.39,1219695,NOP,24,PF
Tyler Ulis,2018,7.8,1.8,4.38,0.99,0.1,1.79,0.47,21.39,90837,PHO,22,PG
Lavoy Allen,2013,5.76,5.0,0.92,0.3,0.7,0.7,0.47,21.39,3959205,PHI,23,C
Salah Mejri,2018,3.51,4.03,0.57,0.36,1.1,0.64,0.64,21.38,2467244,DAL,31,C
Torrey Craig,2020,5.43,3.26,0.81,0.4,0.62,0.43,0.55,21.36,1929669,DEN,29,SF
Derek Fisher,2011,6.8,1.85,2.73,1.21,0.1,0.85,0.49,21.35,4463266,LAL,36,PG
Ignas Brazdeikis,2021,7.0,3.46,1.31,0.31,0.23,0.92,0.51,21.35,504542,TOT,22,SF
Andre Roberson,2016,4.81,3.59,0.67,0.76,0.6,0.5,0.57,21.34,2683900,OKC,24,SG
Steve Nash,2014,6.8,1.93,5.73,0.47,0.13,2.07,0.49,21.33,12060404,LAL,39,PG
Dante Cunningham,2012,5.2,3.84,0.58,0.66,0.53,0.45,0.54,21.33,2698690,MEM,24,PF
Isaac Bonga,2020,5.0,3.36,1.15,0.68,0.33,0.88,0.61,21.33,1912436,WAS,20,SF
Dante Cunningham,2016,6.05,2.95,0.96,0.53,0.41,0.51,0.54,21.33,3688243,NOP,28,SF
Derrick Rose,2018,9.81,1.81,1.63,0.19,0.25,1.75,0.52,21.32,2559039,CLE,29,PG
Onyeka Okongwu,2021,4.56,3.26,0.36,0.46,0.66,0.58,0.65,21.32,6657312,ATL,20,C
John Henson,2013,6.03,4.71,0.49,0.3,0.67,0.75,0.5,21.31,2417856,MIL,22,PF
Frank Jackson,2019,8.11,2.2,1.13,0.41,0.03,0.79,0.52,21.31,1872334,NOP,20,PG
Richard Hamilton,2013,9.8,1.66,2.38,0.48,0.1,1.68,0.48,21.3,1268976,CHI,34,SG
Caleb Martin,2020,6.17,2.11,1.28,0.67,0.39,0.83,0.6,21.3,1744762,CHO,24,SF
Anfernee Simons,2020,8.27,2.17,1.39,0.37,0.14,0.87,0.5,21.29,2588487,POR,20,SG
Meyers Leonard,2013,5.46,3.7,0.48,0.16,0.55,0.71,0.6,21.29,2819867,POR,20,C
Tyus Jones,2018,5.07,1.61,2.83,1.16,0.07,0.72,0.57,21.29,2873932,MIN,21,PG
Charlie Villanueva,2012,7.0,3.69,0.46,0.54,0.38,0.54,0.48,21.28,10407388,DET,27,PF
DeMarre Carroll,2013,5.95,2.85,0.92,0.88,0.36,0.52,0.54,21.28,3172440,UTA,26,SF
Brandon Jennings,2016,6.92,2.0,3.54,0.6,0.15,1.19,0.49,21.26,6869128,TOT,26,PG
Tiago Splitter,2016,5.58,3.33,0.83,0.56,0.33,0.67,0.57,21.24,10142668,ATL,31,C
James Jones,2011,5.86,1.98,0.53,0.36,0.23,0.26,0.63,21.24,1969088,MIA,30,SF
Gorgui Dieng,2014,4.77,5.0,0.65,0.5,0.83,0.9,0.53,21.24,1757256,MIN,24,C
Willie Green,2012,7.62,1.51,0.75,0.43,0.11,0.62,0.58,21.23,1775453,ATL,30,SG
Rodrigue Beaubois,2010,7.09,1.39,1.32,0.52,0.21,0.96,0.62,21.23,1571624,DAL,21,PG
Ed Davis,2017,4.35,5.3,0.57,0.33,0.48,0.8,0.56,21.2,7684369,POR,27,PF
Corey Brewer,2011,8.0,2.54,1.29,1.45,0.23,1.26,0.48,21.19,4015626,TOT,24,SF
Ekpe Udoh,2012,5.53,3.87,0.82,0.66,1.71,0.92,0.49,21.16,4551463,GSW,24,C
Jerryd Bayless,2018,7.87,2.05,1.38,0.59,0.15,1.18,0.55,21.15,10084322,PHI,29,SG
Archie Goodwin,2016,8.86,2.49,2.07,0.47,0.23,1.75,0.5,21.15,2890351,PHO,21,PG
Markelle Fultz,2018,7.14,3.07,3.79,0.86,0.29,1.21,0.42,21.15,9806770,PHI,19,SG
JaVale McGee,2018,4.77,2.6,0.51,0.32,0.88,0.42,0.64,21.14,2814944,GSW,30,C
Mike Miller,2012,6.08,3.28,1.08,0.36,0.15,0.77,0.56,21.12,7489187,MIA,31,SG
Danny Granger,2014,8.0,2.33,0.67,0.25,0.33,0.83,0.53,21.12,2610746,LAC,30,SF
Jon Leuer,2014,6.16,3.22,0.41,0.37,0.27,0.55,0.57,21.12,1202808,MEM,24,PF
Saben Lee,2021,5.56,2.02,3.63,0.67,0.27,1.15,0.54,21.12,1623970,DET,21,PG
Darius Songaila,2010,7.24,3.09,0.93,0.83,0.19,1.08,0.52,21.11,6549796,NOH,31,C
Channing Frye,2016,5.2,3.2,1.02,0.48,0.45,0.68,0.59,21.11,9598002,ORL,32,PF
Wayne Ellington,2016,7.71,2.29,1.09,0.63,0.07,0.59,0.5,21.11,7376486,BRK,28,SG
Andrew Bogut,2017,3.04,8.38,1.88,0.5,0.96,1.65,0.46,21.1,1304987,DAL,32,C
Tony Snell,2019,6.0,2.12,0.92,0.35,0.24,0.31,0.59,21.09,13179469,MIL,27,SF
Josh Howard,2011,8.44,4.11,1.33,0.72,0.28,1.11,0.42,21.08,2822359,WAS,30,SF
Goga Bitadze,2021,5.13,3.33,0.82,0.2,1.33,0.38,0.52,21.06,3379107,IND,21,C
Jeff Green,2020,7.77,2.7,0.67,0.4,0.33,0.9,0.52,21.06,2947918,UTA,33,PF
Theo Ratliff,2010,5.14,4.18,0.57,0.32,1.54,0.89,0.53,21.06,1838213,CHA,36,C
Georgios Papagiannis,2017,5.64,3.91,0.91,0.14,0.77,1.09,0.57,21.05,3008117,SAC,19,C
Terrance Ferguson,2019,6.93,1.91,0.97,0.54,0.22,0.64,0.57,21.04,2864097,OKC,20,SG
Rashard Lewis,2012,7.75,3.89,0.96,0.82,0.36,1.14,0.46,21.03,19435966,WAS,32,SF
Jordan Hamilton,2014,6.73,3.23,0.87,0.73,0.33,0.77,0.51,21.02,1532396,TOT,23,SF
Charlie Villanueva,2013,6.77,3.49,0.78,0.45,0.57,0.57,0.48,21.02,10887815,DET,28,PF
Jahlil Okafor,2018,6.29,3.04,0.43,0.11,0.64,0.75,0.58,21.01,1842625,TOT,22,C
Omri Casspi,2012,7.06,3.51,1.02,0.57,0.32,0.98,0.5,20.99,2940546,CLE,23,SF
Samardo Samuels,2011,7.78,4.27,0.46,0.41,0.49,1.43,0.5,20.98,1000552,CLE,22,PF
Rajon Rondo,2021,5.38,2.44,4.42,0.82,0.09,1.76,0.54,20.98,8179481,TOT,34,PG
Jerry Stackhouse,2010,8.52,2.38,1.67,0.5,0.21,1.57,0.52,20.97,302764,MIL,35,SG
Trey Lyles,2021,5.0,3.74,0.61,0.26,0.04,0.26,0.57,20.97,2726493,SAS,25,PF
Markieff Morris,2019,6.5,3.79,0.79,0.46,0.08,0.29,0.47,20.96,2614279,OKC,29,PF
Kenyon Martin,2014,4.28,4.19,1.56,0.78,0.84,0.81,0.52,20.92,1017008,NYK,36,PF
Channing Frye,2018,5.78,2.78,1.11,0.11,0.11,0.44,0.58,20.91,2814944,LAL,34,C
Cartier Martin,2010,7.83,3.78,0.89,0.61,0.06,1.06,0.47,20.9,1161493,TOT,25,SF
Leandro Barbosa,2015,7.08,1.38,1.5,0.62,0.12,0.67,0.56,20.89,3104189,GSW,32,SG
Dewayne Dedmon,2016,4.4,3.93,0.22,0.38,0.79,0.55,0.61,20.89,3562842,ORL,26,C
Terrence Williams,2012,7.1,3.4,2.17,0.67,0.23,1.43,0.49,20.89,383207,TOT,24,SG
Beno Udrih,2013,6.74,2.0,3.54,0.41,0.05,1.36,0.52,20.88,1614490,MIL,30,SG
Jermaine O'Neal,2012,5.0,5.4,0.4,0.32,1.72,0.84,0.47,20.88,1745989,BOS,33,C
Jared Dudley,2014,6.91,2.16,1.41,0.55,0.14,0.76,0.54,20.87,5283653,LAC,28,SF
Lavoy Allen,2014,5.16,5.43,1.27,0.43,0.53,0.78,0.46,20.87,1178768,PHI,24,PF
Luc Mbah a Moute,2017,6.05,2.13,0.49,1.01,0.44,0.57,0.58,20.84,2560784,LAC,30,SF
Aron Baynes,2017,4.87,4.44,0.43,0.23,0.52,0.67,0.57,20.84,5201515,DET,30,C
Shaun Livingston,2015,5.91,2.35,3.32,0.63,0.26,1.31,0.53,20.82,6883508,GSW,29,PG
Tony Bradley,2019,5.67,5.0,0.33,0.67,0.67,1.0,0.5,20.81,2270094,UTA,21,C
Jeff Foster,2011,3.34,6.25,0.82,0.43,0.55,0.46,0.5,20.8,3938176,IND,34,C
Seth Curry,2016,6.8,1.36,1.52,0.5,0.07,0.82,0.6,20.79,3562842,SAC,25,PG
DeAndre Jordan,2010,4.8,5.03,0.3,0.23,0.89,1.07,0.57,20.78,1161493,LAC,21,C
Justin Holiday,2016,6.52,2.33,1.67,0.7,0.56,0.96,0.53,20.78,1248711,CHI,26,SG
Brendan Haywood,2011,4.44,5.22,0.26,0.22,1.03,0.71,0.53,20.77,10008874,DAL,31,C
Avery Bradley,2019,8.16,2.67,1.96,0.55,0.33,1.24,0.46,20.76,5514554,LAC,28,SG
Jordan Poole,2020,8.82,2.07,2.35,0.61,0.18,1.3,0.45,20.76,2371527,GSW,20,SG
Luc Mbah a Moute,2014,4.44,3.0,1.67,1.0,0.56,0.44,0.53,20.74,5448473,SAC,27,SF
E'Twaun Moore,2013,7.84,2.23,2.75,0.68,0.31,1.4,0.47,20.73,1122146,ORL,23,SG
Marcus Thornton,2011,7.8,2.85,0.93,0.41,0.09,0.8,0.49,20.72,9189077,NOH,23,SG
OG Anunoby,2018,5.92,2.49,0.74,0.7,0.19,0.61,0.59,20.71,2296228,TOR,20,SF
Malik Beasley,2020,7.93,1.88,1.17,0.76,0.15,0.88,0.51,20.71,15431678,DEN,23,SG
Derrick Williams,2017,6.24,2.28,0.56,0.2,0.08,0.56,0.63,20.71,125875,CLE,25,PF
Ian Mahinmi,2015,4.34,5.84,0.54,0.49,0.75,0.97,0.52,20.7,4966702,IND,28,C
Brandon Jennings,2016,6.83,2.0,3.04,0.48,0.09,0.96,0.49,20.69,6869128,DET,26,PG
Ben McLemore,2017,8.11,2.11,0.84,0.48,0.1,1.02,0.54,20.68,6290205,SAC,23,SG
Adreian Payne,2015,7.17,5.45,1.03,0.62,0.31,1.52,0.45,20.68,2407410,MIN,23,PF
Justin Jackson,2018,6.66,2.75,1.09,0.41,0.19,0.59,0.52,20.68,3301754,SAC,22,SF
Paul George,2015,8.83,3.67,1.0,0.83,0.17,2.0,0.49,20.67,20984318,IND,24,SF
Chris Chiozza,2020,6.39,2.11,3.06,0.61,0.11,1.28,0.53,20.67,516211,BRK,24,PG
Mike Miller,2011,5.56,4.49,1.24,0.49,0.05,1.0,0.53,20.66,7088717,MIA,30,SG
Marreese Speights,2013,6.55,4.72,0.45,0.25,0.68,0.88,0.47,20.66,4441416,MEM,25,C
Ben McLemore,2021,8.0,1.62,0.52,0.14,0.29,0.67,0.56,20.66,2606136,LAL,27,SG
Aleksej Pokusevski,2021,8.16,4.71,2.16,0.44,0.93,2.2,0.43,20.65,3395204,OKC,19,PF
Marcus Thornton,2015,7.92,1.79,0.75,0.56,0.15,0.56,0.51,20.65,1784152,TOT,27,SG
Mario Chalmers,2011,6.39,2.09,2.53,1.09,0.1,1.3,0.54,20.64,5250901,MIA,24,PG
Tyler Ulis,2017,7.28,1.56,3.7,0.79,0.08,1.26,0.47,20.64,1587806,PHO,21,PG
Jordan Hill,2012,5.03,4.84,0.44,0.28,0.66,0.75,0.53,20.63,4519337,HOU,24,C
Brad Wanamaker,2021,6.86,1.77,3.41,0.77,0.23,1.55,0.52,20.62,888747,CHO,31,PG
Omri Casspi,2017,5.86,4.09,1.18,0.45,0.05,0.77,0.51,20.62,2548101,SAC,28,PF
Marcin Gortat,2011,4.0,4.72,0.68,0.28,0.84,0.68,0.56,20.6,8914245,ORL,26,C
Marreese Speights,2016,7.11,3.32,0.85,0.26,0.47,0.92,0.51,20.6,1725619,GSW,28,C
David Nwaba,2020,5.2,2.25,0.4,0.55,0.6,0.4,0.63,20.58,2096502,BRK,27,SF
Dewayne Dedmon,2020,5.82,5.66,0.5,0.57,0.93,1.3,0.47,20.58,3962519,TOT,30,C
Morris Peterson,2010,7.11,2.74,0.89,0.54,0.11,0.59,0.5,20.58,9060687,NOH,32,SG
Keyon Dooling,2011,7.14,1.46,3.04,0.68,0.05,1.14,0.51,20.56,2948906,MIL,30,PG
JaVale McGee,2021,5.54,5.31,0.46,0.23,1.08,1.15,0.5,20.54,5452987,DEN,33,C
Andre Miller,2015,5.73,2.53,4.7,0.6,0.13,1.93,0.52,20.54,1850554,SAC,38,PG
Kirk Hinrich,2012,6.58,2.1,2.75,0.79,0.23,1.21,0.51,20.53,5088773,ATL,31,SG
Luke Harangody,2011,6.19,4.19,0.95,0.52,0.48,0.52,0.45,20.53,1000552,CLE,23,PF
Troy Williams,2018,6.33,3.0,0.76,0.95,0.19,0.9,0.54,20.52,90837,TOT,23,SF
Ian Clark,2018,7.45,1.72,1.49,0.45,0.14,0.77,0.53,20.5,2066540,NOP,26,SG
John Konchar,2021,4.28,2.98,1.09,0.7,0.21,0.42,0.61,20.49,2399314,MEM,24,SG
Avery Bradley,2012,7.56,1.8,1.36,0.67,0.19,1.17,0.55,20.49,2105752,BOS,21,PG
Cody Zeller,2014,5.98,4.3,1.12,0.49,0.5,1.06,0.5,20.45,5010842,CHA,21,C
Gerald Wallace,2014,5.14,3.66,2.47,1.26,0.24,1.67,0.54,20.44,12563725,BOS,31,SF
Denzel Valentine,2021,6.55,3.18,1.69,0.48,0.11,0.68,0.48,20.44,1096740,CHI,27,SG
Nemanja Bjelica,2021,5.0,2.45,1.82,0.64,0.27,0.45,0.55,20.42,2278746,MIA,32,PF
