PlayerName,SeasonStartYear,PPG,REB,AST,STL,BLK,TOV,TS%,PerformanceMetric,InflationAdjSalary,Team,Age,position
Mike Conley,2019,21.11,3.41,6.41,1.34,0.31,1.86,0.57,65.75,37610051,MEM,31,PG
LaMarcus Aldridge,2013,21.08,9.05,2.59,0.84,1.23,1.93,0.53,65.6,17892563,POR,27,PF
Kevin Love,2018,17.61,9.25,1.75,0.73,0.41,1.53,0.61,65.57,28361287,CLE,29,C
Andre Drummond,2014,13.52,13.22,0.43,1.25,1.62,1.36,0.6,65.51,3193017,DET,20,C
Rudy Gobert,2018,13.5,10.73,1.43,0.79,2.3,1.91,0.66,65.49,27623473,UTA,25,C
Dwight Howard,2013,17.05,12.43,1.42,1.11,2.45,2.96,0.57,65.45,26030733,LAL,27,C
Tim Duncan,2013,17.78,9.94,2.67,0.72,2.65,2.13,0.55,65.35,13148427,SAS,36,C
Carmelo Anthony,2015,24.15,6.6,3.05,1.0,0.42,2.23,0.53,65.32,28403331,NYK,30,SF
Dwyane Wade,2012,22.08,4.84,4.59,1.67,1.29,2.63,0.56,65.31,21982056,MIA,30,SG
Khris Middleton,2021,20.37,5.97,5.44,1.09,0.13,2.62,0.59,65.3,38716214,MIL,29,SF
David Lee,2013,18.47,11.22,3.53,0.85,0.28,2.62,0.56,65.28,17610850,GSW,29,PF
Kyle Lowry,2020,19.41,5.03,7.47,1.41,0.45,3.07,0.59,65.25,35056596,TOR,33,PG
Bradley Beal,2017,23.1,3.12,3.47,1.08,0.27,2.03,0.6,65.21,28760155,WAS,23,SG
Al Jefferson,2012,19.18,9.59,2.2,0.77,1.66,1.02,0.52,65.18,19368588,UTA,27,C
Deron Williams,2011,20.14,4.0,10.26,1.22,0.23,3.54,0.57,65.14,21475931,TOT,26,PG
Paul George,2020,21.52,5.67,3.85,1.42,0.42,2.6,0.59,65.14,40746583,LAC,29,SF
Blake Griffin,2018,21.41,7.38,5.76,0.71,0.31,2.84,0.54,65.04,37480194,TOT,28,PF
Al Horford,2013,17.42,10.23,3.24,1.05,1.05,1.99,0.56,64.99,15227713,ATL,26,C
Al Horford,2014,18.55,8.41,2.62,0.93,1.52,2.21,0.59,64.98,14918550,ATL,27,C
John Collins,2021,17.63,7.41,1.24,0.54,1.0,1.33,0.65,64.95,25083744,ATL,23,PF
Dwyane Wade,2013,21.2,4.99,5.1,1.86,0.81,2.81,0.57,64.77,23521741,MIA,31,SG
Deandre Ayton,2019,16.32,10.27,1.76,0.86,0.94,1.77,0.61,64.7,11062564,PHO,20,C
DeMar DeRozan,2019,21.23,6.0,6.17,1.12,0.47,2.58,0.54,64.7,32090120,SAS,29,SG
Chris Paul,2021,16.41,4.46,8.89,1.41,0.27,2.23,0.6,64.69,33590405,PHO,35,PG
Chris Paul,2020,17.6,4.99,6.74,1.59,0.16,2.3,0.61,64.6,47537680,OKC,34,PG
DeMar DeRozan,2018,23.0,3.94,5.21,1.06,0.28,2.19,0.55,64.58,32619121,TOR,28,SG
DeAndre Jordan,2019,11.02,13.72,1.98,0.66,1.06,2.22,0.67,64.49,11431216,DAL,30,C
LaMarcus Aldridge,2020,18.89,7.4,2.43,0.68,1.64,1.4,0.57,64.47,20261954,SAS,34,C
Jamal Murray,2021,21.21,4.04,4.81,1.33,0.27,2.25,0.59,64.37,32137511,DEN,23,PG
Deron Williams,2010,18.67,3.99,10.5,1.26,0.21,3.32,0.57,64.24,20310285,UTA,25,PG
Draymond Green,2016,13.96,9.49,7.38,1.47,1.4,3.2,0.59,64.09,18847457,GSW,25,PF
Paul George,2018,21.95,5.66,3.33,2.04,0.49,2.68,0.57,64.08,35935979,OKC,27,SF
Carmelo Anthony,2016,21.85,7.72,4.15,0.86,0.53,2.44,0.53,64.06,30193655,NYK,31,SF
Chris Paul,2011,15.85,4.09,9.78,2.35,0.06,2.21,0.58,64.04,21475931,NOH,25,PG
Richaun Holmes,2021,14.25,8.26,1.66,0.64,1.57,1.23,0.67,63.97,11325310,SAC,27,C
DeAndre Jordan,2014,10.44,13.59,0.9,0.98,2.48,1.5,0.63,63.93,14222504,LAC,25,C
D'Angelo Russell,2020,23.61,3.7,6.24,0.94,0.27,3.06,0.56,63.89,32929351,GSW,23,PG
CJ McCollum,2017,22.96,3.61,3.56,0.9,0.53,2.15,0.58,63.78,28986442,POR,25,SG
Donovan Mitchell,2020,23.99,4.41,4.26,1.01,0.2,2.67,0.56,63.66,5971691,UTA,23,SG
Kevin Love,2020,17.63,9.77,3.18,0.59,0.34,2.5,0.6,63.53,35928133,CLE,31,PF
DeAndre Jordan,2019,10.99,13.07,2.26,0.61,1.06,2.22,0.67,63.51,11431216,TOT,30,C
Jarrett Allen,2021,11.17,10.42,1.67,0.58,1.58,1.83,0.73,63.47,21811951,BRK,22,C
Dwight Howard,2018,16.63,12.49,1.3,0.59,1.62,2.57,0.58,63.46,28523206,CHO,32,C
Pau Gasol,2012,17.37,10.43,3.65,0.57,1.35,2.18,0.55,63.46,24533545,LAL,31,PF
Kemba Walker,2018,22.13,3.1,5.55,1.14,0.3,2.24,0.57,63.44,14110663,CHO,27,PG
Paul George,2014,21.71,6.78,3.54,1.89,0.28,2.8,0.55,63.41,19642757,IND,23,SF
Al Jefferson,2011,18.63,9.68,1.82,0.56,1.87,1.28,0.53,63.4,18378155,UTA,26,C
DeMar DeRozan,2016,23.46,4.47,4.04,1.04,0.27,2.24,0.55,63.32,32628781,TOR,26,SG
Brook Lopez,2016,20.56,7.85,2.01,0.79,1.7,2.4,0.56,63.27,26021385,BRK,27,C
Bradley Beal,2018,22.65,4.43,4.55,1.17,0.44,2.61,0.56,63.19,29907859,WAS,24,SG
Brandon Roy,2010,21.51,4.38,4.69,0.94,0.25,1.98,0.57,63.11,18380349,POR,25,SG
Dwight Howard,2017,13.54,12.7,1.41,0.86,1.24,2.3,0.63,63.07,28426888,ATL,31,C
Dirk Nowitzki,2012,21.65,6.74,2.19,0.68,0.48,1.89,0.56,63.07,26996104,DAL,33,PF
Devin Booker,2018,24.93,4.52,4.69,0.87,0.26,3.59,0.56,63.04,3897324,PHO,21,SG
Collin Sexton,2021,24.33,3.12,4.37,1.03,0.17,2.78,0.57,62.94,6924935,CLE,22,SG
Jimmy Butler,2019,18.69,5.26,4.05,1.89,0.6,1.46,0.57,62.93,37876556,TOT,29,SF
Gordon Hayward,2021,19.61,5.86,4.11,1.18,0.32,2.07,0.58,62.92,32636132,CHO,30,SF
Al Horford,2011,15.3,9.32,3.45,0.77,1.04,1.55,0.59,62.89,15752704,ATL,24,C
Monta Ellis,2011,24.11,3.51,5.63,2.1,0.29,3.15,0.54,62.86,14439979,GSW,25,SG
Zach LaVine,2019,23.68,4.67,4.49,0.95,0.41,3.41,0.57,62.85,22557963,CHI,23,SG
David Lee,2012,20.12,9.56,2.84,0.95,0.39,2.61,0.55,62.84,16455552,GSW,28,PF
Russell Westbrook,2011,21.87,4.62,8.17,1.89,0.37,3.85,0.54,62.81,6671816,OKC,22,PG
Paul Millsap,2016,17.1,9.04,3.27,1.81,1.72,2.36,0.56,62.77,24676846,ATL,30,PF
Russell Westbrook,2014,21.78,5.72,6.93,1.91,0.15,3.85,0.54,62.75,19542134,OKC,25,PG
D'Angelo Russell,2020,23.09,3.93,6.33,1.07,0.29,3.27,0.56,62.72,32929351,TOT,23,PG
Kyrie Irving,2015,21.71,3.16,5.19,1.52,0.27,2.48,0.58,62.71,20372793,CLE,22,PG
Pau Gasol,2016,16.49,11.01,4.08,0.58,2.03,2.28,0.53,62.7,19055923,CHI,35,C
Kemba Walker,2016,20.85,4.41,5.2,1.56,0.48,2.11,0.55,62.68,14752972,CHO,25,PG
Tony Parker,2013,20.32,3.0,7.56,0.82,0.09,2.58,0.59,62.65,15862201,SAS,30,PG
Montrezl Harrell,2020,18.62,7.06,1.7,0.62,1.14,1.71,0.61,62.42,10641113,LAC,26,C
Tobias Harris,2020,19.6,6.88,3.15,0.74,0.56,1.44,0.56,62.38,39491945,PHI,27,PF
Marc Gasol,2017,19.54,6.27,4.57,0.91,1.34,2.24,0.55,62.3,27389428,MEM,32,C
Damian Lillard,2015,20.98,4.61,6.18,1.18,0.26,2.71,0.56,62.28,5260093,POR,24,PG
Blake Griffin,2013,18.0,8.28,3.74,1.21,0.63,2.31,0.57,62.26,20814380,LAC,23,PF
Jrue Holiday,2021,17.73,4.54,6.05,1.63,0.63,2.15,0.59,62.25,33995380,MIL,30,PG
Chris Bosh,2016,19.06,7.36,2.42,0.68,0.64,1.47,0.57,62.11,29187601,MIA,31,PF
CJ McCollum,2020,22.23,4.24,4.43,0.77,0.6,1.81,0.54,62.01,33739563,POR,28,SG
Terry Rozier,2021,20.39,4.38,4.25,1.26,0.38,1.86,0.58,62.0,19527436,CHO,26,SG
Ben Simmons,2018,15.79,8.14,8.16,1.73,0.86,3.43,0.56,61.98,7566278,PHI,21,PG
Klay Thompson,2016,22.14,3.83,2.08,0.75,0.61,1.73,0.6,61.97,20486439,GSW,25,SG
Kevin Martin,2011,23.45,3.23,2.48,1.0,0.19,2.3,0.6,61.85,15122386,HOU,27,SG
Brook Lopez,2010,18.8,8.65,2.28,0.67,1.7,2.49,0.57,61.82,3280771,NJN,21,C
Klay Thompson,2017,22.33,3.65,2.05,0.85,0.51,1.64,0.59,61.81,21563488,GSW,26,SG
Pascal Siakam,2019,16.93,6.86,3.1,0.91,0.65,1.93,0.63,61.8,2720650,TOR,24,PF
Paul Pierce,2011,18.89,5.38,3.25,1.0,0.64,2.14,0.62,61.69,20128456,BOS,33,SF
Monta Ellis,2010,25.48,4.02,5.31,2.23,0.39,3.81,0.52,61.68,14953873,GSW,24,SG
Fred VanVleet,2021,19.6,4.23,6.31,1.67,0.71,1.83,0.53,61.66,21458517,TOR,26,SG
Marc Gasol,2010,14.61,9.28,2.39,1.0,1.58,1.96,0.62,61.59,4730861,MEM,25,C
Andre Drummond,2016,16.22,14.79,0.83,1.47,1.38,1.91,0.5,61.55,27190650,DET,22,C
Jarrett Allen,2021,12.79,10.02,1.68,0.51,1.43,1.59,0.66,61.49,21811951,TOT,22,C
Stephen Curry,2020,20.8,5.2,6.6,1.0,0.4,3.2,0.56,61.44,49431367,GSW,31,PG
Eric Bledsoe,2017,21.06,4.85,6.33,1.38,0.47,3.39,0.56,61.43,17539995,PHO,27,PG
De'Aaron Fox,2020,21.12,3.84,6.82,1.45,0.49,3.1,0.56,61.42,9309683,SAC,22,PG
Isaiah Thomas,2016,22.23,2.96,6.21,1.11,0.11,2.68,0.56,61.29,8098313,BOS,26,PG
Jarrett Allen,2021,13.18,9.92,1.69,0.49,1.39,1.53,0.65,61.28,21811951,CLE,22,C
Montrezl Harrell,2019,16.6,6.52,1.98,0.87,1.34,1.61,0.64,61.26,6940911,LAC,25,C
Gordon Hayward,2020,17.48,6.69,4.08,0.73,0.42,1.85,0.6,61.2,32757803,BOS,29,SF
Russell Westbrook,2012,23.61,4.56,5.48,1.7,0.32,3.62,0.54,61.18,17649626,OKC,23,PG
Jimmy Butler,2019,18.22,5.27,4.0,1.8,0.53,1.47,0.57,61.14,37876556,PHI,29,SF
Jerami Grant,2021,22.31,4.63,2.81,0.65,1.07,2.02,0.56,61.08,21814678,DET,26,SF
Kyle Lowry,2021,17.2,5.37,7.35,0.98,0.3,2.74,0.59,61.05,29428824,TOR,34,PG
Tyson Chandler,2015,10.28,11.52,1.12,0.56,1.21,1.4,0.7,61.04,16141783,DAL,32,C
Khris Middleton,2018,20.15,5.23,4.0,1.45,0.26,2.33,0.58,61.0,15286552,MIL,26,SF
Antawn Jamison,2010,20.49,8.83,1.27,1.05,0.22,1.49,0.53,60.99,18160670,WAS,33,PF
Klay Thompson,2015,21.66,3.21,2.88,1.13,0.78,1.94,0.59,60.95,19247214,GSW,24,SG
DeAndre Jordan,2019,10.89,11.37,3.0,0.47,1.05,2.21,0.68,60.91,11431216,NYK,30,C
LaMarcus Aldridge,2016,17.99,8.54,1.49,0.51,1.09,1.34,0.56,60.9,25295207,SAS,30,PF
Derrick Rose,2012,21.85,3.36,7.87,0.9,0.72,3.05,0.53,60.88,21179551,CHI,23,PG
Kyle Lowry,2014,17.94,4.67,7.42,1.53,0.19,2.46,0.57,60.87,14918550,TOR,27,PG
Chris Bosh,2011,18.68,8.32,1.87,0.77,0.64,1.79,0.57,60.76,21033142,MIA,26,PF
Kyrie Irving,2013,22.46,3.66,5.93,1.51,0.36,3.24,0.55,60.72,7507110,CLE,20,PG
MarShon Brooks,2018,20.14,3.0,3.57,1.57,0.43,2.29,0.63,60.72,1947379,MEM,29,SG
Carmelo Anthony,2017,22.42,5.92,2.88,0.81,0.46,2.07,0.54,60.71,31745891,NYK,32,SF
Joel Embiid,2017,20.23,7.84,2.13,0.87,2.45,3.77,0.58,60.71,7379216,PHI,22,C
Josh Smith,2012,18.77,9.58,3.89,1.41,1.74,2.48,0.5,60.67,17044358,ATL,26,PF
Kyle Lowry,2018,16.24,5.56,6.88,1.09,0.24,2.35,0.6,60.63,38451558,TOR,31,PG
Marc Gasol,2015,17.44,7.78,3.79,0.86,1.62,2.17,0.56,60.62,24447352,MEM,30,C
Tobias Harris,2018,19.31,6.03,3.06,1.16,0.63,1.69,0.56,60.56,17403151,LAC,25,PF
Carmelo Anthony,2012,22.64,6.25,3.64,1.13,0.44,2.62,0.52,60.56,25114603,NYK,27,SF
Joe Johnson,2010,21.3,4.64,4.86,1.08,0.07,1.91,0.54,60.55,22192227,ATL,28,SG
Klay Thompson,2019,21.54,3.83,2.38,1.08,0.6,1.47,0.57,60.48,37876556,GSW,28,SG
Kemba Walker,2020,20.45,3.88,4.79,0.86,0.5,2.09,0.58,60.47,39515221,BOS,29,PG
Jrue Holiday,2018,18.98,4.51,6.0,1.52,0.79,2.63,0.57,60.47,31326979,NOP,27,SG
Donovan Mitchell,2019,23.75,4.1,4.18,1.38,0.4,2.83,0.54,60.43,4205914,UTA,22,SG
Buddy Hield,2019,20.67,5.02,2.5,0.71,0.4,1.78,0.59,60.4,5623534,SAC,26,SG
Jabari Parker,2017,20.1,6.16,2.78,0.98,0.43,1.82,0.56,60.39,8204353,MIL,21,PF
Jaylen Brown,2020,20.33,6.39,2.07,1.14,0.35,2.19,0.58,60.39,28775279,BOS,23,SG
Lauri Markkanen,2019,18.73,9.04,1.44,0.71,0.63,1.63,0.55,60.35,6131601,CHI,21,PF
Caris LeVert,2021,20.74,4.63,4.94,1.51,0.69,2.17,0.54,60.31,19085457,IND,26,SG
Malik Beasley,2020,20.71,5.07,1.93,0.64,0.14,1.5,0.59,60.29,15431678,MIN,23,SG
Tobias Harris,2019,18.22,7.89,2.93,0.41,0.48,1.56,0.56,60.28,37876556,PHI,26,PF
Chris Bosh,2015,21.09,7.05,2.16,0.93,0.57,2.16,0.55,60.2,27556173,MIA,30,C
David West,2010,19.02,7.47,2.95,0.94,0.74,2.14,0.56,60.12,11266384,NOH,29,PF
John Wall,2016,19.88,4.92,10.25,1.88,0.77,4.13,0.51,60.09,19371191,WAS,25,PG
Kevin Love,2019,17.0,10.86,2.18,0.27,0.23,1.91,0.56,60.01,33481605,CLE,30,PF
Al Horford,2010,14.17,9.86,2.33,0.73,1.12,1.51,0.59,59.93,7401972,ATL,23,C
Blake Griffin,2018,19.84,6.64,6.2,0.44,0.36,2.64,0.53,59.92,37480194,DET,28,PF
Troy Murphy,2010,14.58,10.24,2.08,1.0,0.47,1.39,0.58,59.87,16270158,IND,29,PF
Harrison Barnes,2021,16.09,6.64,3.47,0.74,0.19,1.6,0.63,59.86,22121780,SAC,28,PF
Al Jefferson,2013,17.83,9.23,2.1,1.03,1.14,1.35,0.52,59.84,17131177,UTA,28,C
Dwight Howard,2016,13.75,11.76,1.38,0.97,1.59,2.34,0.6,59.81,28891238,HOU,30,C
Paul Millsap,2011,17.3,7.62,2.46,1.36,0.91,1.91,0.58,59.76,10637584,UTA,25,PF
Tyson Chandler,2012,11.27,9.87,0.9,0.9,1.44,1.65,0.71,59.75,17566261,NYK,29,C
Rudy Gay,2015,21.06,5.87,3.68,1.04,0.6,2.69,0.56,59.7,15400628,SAC,28,SF
Danilo Gallinari,2016,19.55,5.3,2.55,0.79,0.36,1.45,0.58,59.69,18502686,DEN,27,SF
Tyreke Evans,2018,19.42,5.1,5.17,1.1,0.33,2.25,0.56,59.67,14581019,MEM,28,PG
Marcin Gortat,2012,15.41,9.98,0.89,0.73,1.5,1.36,0.58,59.64,9373054,PHO,27,C
Andre Drummond,2021,17.48,13.48,2.56,1.6,1.16,3.24,0.5,59.63,2619110,CLE,27,C
Brook Lopez,2013,19.42,6.92,0.95,0.45,2.08,1.77,0.57,59.61,18646335,BRK,24,C
Andre Drummond,2020,17.5,11.13,1.75,1.5,1.38,3.63,0.57,59.59,33047190,CLE,26,C
Paul Millsap,2014,17.95,8.47,3.14,1.74,1.05,2.5,0.54,59.59,11810518,ATL,28,PF
David Lee,2014,18.22,9.32,2.13,0.7,0.38,2.2,0.57,59.57,18663106,GSW,30,PF
Nenê,2011,14.55,7.61,1.99,1.12,0.97,1.79,0.66,59.53,17065430,DEN,28,C
Kawhi Leonard,2015,16.52,7.2,2.52,2.31,0.75,1.52,0.57,59.52,20372793,SAS,23,SF
D'Angelo Russell,2020,21.67,4.58,6.58,1.42,0.33,3.83,0.55,59.51,32929351,MIN,23,PG
DeMar DeRozan,2014,22.67,4.34,3.96,1.09,0.35,2.23,0.53,59.47,11810518,TOR,24,SG
Shai Gilgeous-Alexander,2020,19.01,5.89,3.31,1.13,0.67,1.91,0.57,59.47,4760019,OKC,21,SG
Ryan Anderson,2014,19.82,6.45,0.77,0.45,0.32,0.91,0.57,59.46,10556739,NOP,25,PF
Victor Oladipo,2021,20.0,5.67,4.22,1.67,0.22,2.0,0.53,59.42,2606136,IND,28,SG
Steve Nash,2010,16.46,3.31,11.01,0.52,0.15,3.64,0.61,59.42,14017132,PHO,35,PG
Andrew Wiggins,2020,22.43,5.21,3.69,0.69,0.86,2.55,0.53,59.41,33955486,MIN,24,SF
Giannis Antetokounmpo,2016,16.88,7.65,4.31,1.18,1.41,2.6,0.57,59.35,3682612,MIL,21,PG
David West,2011,18.89,7.56,2.34,0.96,0.89,2.03,0.56,59.34,13127253,NOH,30,PF
Damian Lillard,2014,20.67,3.51,5.57,0.78,0.27,2.35,0.57,59.32,4153473,POR,23,PG
Chauncey Billups,2010,19.55,3.12,5.6,1.12,0.12,2.42,0.6,59.31,17876675,DEN,33,PG
Marcus Thornton,2011,21.26,4.7,3.41,1.67,0.19,2.07,0.55,59.21,9189077,SAC,23,SG
Christian Wood,2019,16.88,7.88,0.75,0.88,1.25,1.75,0.61,59.19,1903379,NOP,23,PF
Kevin Love,2015,16.37,9.75,2.24,0.68,0.52,1.63,0.56,59.1,24447352,CLE,26,PF
Danilo Gallinari,2017,18.17,5.16,2.14,0.63,0.24,1.3,0.62,59.09,24870018,DEN,28,SF
Danilo Gallinari,2020,18.71,5.19,1.92,0.68,0.08,1.23,0.61,59.04,22413234,OKC,31,PF
Julius Randle,2020,19.5,9.72,3.09,0.8,0.34,3.02,0.54,58.96,22809775,NYK,25,PF
Brook Lopez,2017,20.52,5.37,2.35,0.51,1.65,2.45,0.58,58.9,27389428,BRK,28,C
John Wall,2019,20.72,3.63,8.72,1.53,0.91,3.78,0.53,58.9,44189315,WAS,28,PG
Thomas Bryant,2021,14.3,6.1,1.5,0.4,0.8,1.1,0.7,58.86,9451846,WAS,23,C
Nenê,2010,13.84,7.65,2.48,1.4,1.0,1.52,0.63,58.81,15443272,DEN,27,C
Andrew Wiggins,2020,21.76,5.07,3.67,0.83,0.98,2.44,0.54,58.81,33955486,TOT,24,SF
Josh Smith,2010,15.67,8.7,4.22,1.6,2.12,2.44,0.54,58.77,15769539,ATL,24,PF
Raja Bell,2010,11.0,2.0,3.0,0.0,0.0,0.0,0.92,58.67,4078329,GSW,33,SG
Caris LeVert,2021,20.17,4.55,5.21,1.4,0.64,2.17,0.53,58.67,19085457,TOT,26,SG
Andrew Bogut,2010,15.87,10.16,1.84,0.57,2.54,1.9,0.54,58.67,14953873,MIL,25,C
Paul Millsap,2017,18.06,7.72,3.65,1.3,0.9,2.29,0.54,58.62,37220149,ATL,31,PF
Paul Millsap,2012,16.58,8.8,2.34,1.84,0.81,1.75,0.55,58.6,9296922,UTA,26,PF
DeMarcus Cousins,2019,16.27,8.23,3.57,1.33,1.47,2.4,0.56,58.57,4048865,GSW,28,C
Rudy Gay,2011,19.8,6.22,2.83,1.69,1.07,2.5,0.55,58.35,19733077,MEM,24,SF
Deron Williams,2013,18.92,2.97,7.74,0.96,0.38,2.79,0.57,58.28,23433078,BRK,28,PG
Eric Gordon,2011,22.27,2.93,4.36,1.27,0.32,2.7,0.57,58.27,5029292,LAC,22,SG
Hassan Whiteside,2018,13.96,11.44,1.0,0.69,1.74,1.7,0.57,58.26,28731970,MIA,28,C
Jarrett Allen,2020,11.07,9.59,1.57,0.57,1.31,1.1,0.66,58.18,4494028,BRK,21,C
Paul Millsap,2015,16.68,7.81,3.05,1.78,0.95,2.27,0.56,58.12,23184144,ATL,29,PF
Eric Bledsoe,2016,20.39,4.03,6.13,2.03,0.61,3.55,0.56,58.11,17211801,PHO,26,PG
Jrue Holiday,2020,19.13,4.8,6.69,1.62,0.79,3.02,0.54,58.02,31063605,NOP,29,SG
Marc Gasol,2019,15.74,8.58,4.68,1.13,1.19,2.25,0.54,58.01,29609583,MEM,34,C
Corey Maggette,2010,19.81,5.33,2.46,0.73,0.06,2.4,0.61,57.98,13050653,GSW,30,PF
Domantas Sabonis,2019,14.09,9.32,2.86,0.65,0.41,2.16,0.63,57.98,4083053,IND,22,C
D'Angelo Russell,2019,21.14,3.89,6.95,1.23,0.25,3.12,0.53,57.97,31563796,BRK,22,PG
Steven Adams,2018,13.89,9.01,1.16,1.21,1.03,1.68,0.63,57.81,28406299,OKC,24,C
Serge Ibaka,2014,15.15,8.75,1.05,0.48,2.7,1.52,0.58,57.8,15229353,OKC,24,PF
Kevin Love,2013,18.33,14.0,2.33,0.72,0.5,2.17,0.46,57.77,18646215,MIN,24,PF
CJ McCollum,2019,20.97,4.03,2.96,0.79,0.4,1.51,0.55,57.76,31878404,POR,27,SG
Pau Gasol,2014,17.35,9.67,3.35,0.45,1.53,2.35,0.52,57.75,8861618,LAL,33,C
Kyrie Irving,2014,20.82,3.65,6.1,1.52,0.32,2.68,0.53,57.72,9274270,CLE,21,PG
Kevin Garnett,2011,14.87,8.89,2.41,1.34,0.8,1.62,0.58,57.71,27891534,BOS,34,PF
Richaun Holmes,2020,12.25,8.14,0.95,0.93,1.27,1.18,0.68,57.67,5753132,SAC,26,C
Joakim Noah,2014,12.59,11.25,5.39,1.24,1.51,2.42,0.53,57.66,15788798,CHI,28,C
David Lee,2011,16.48,9.78,3.19,1.01,0.42,2.33,0.55,57.62,15240741,GSW,27,PF
Ben Simmons,2021,14.29,7.19,6.91,1.6,0.6,2.98,0.58,57.59,35994012,PHI,24,PG
Isaiah Thomas,2014,20.35,2.92,6.31,1.29,0.11,2.96,0.57,57.58,8999125,SAC,24,PG
Klay Thompson,2018,20.01,3.79,2.53,0.75,0.47,1.75,0.6,57.51,22328625,GSW,27,SG
Gilbert Arenas,2010,22.56,4.16,7.19,1.28,0.28,3.66,0.51,57.5,24103868,WAS,28,PG
Al Horford,2016,15.23,7.27,3.21,0.83,1.48,1.3,0.57,57.44,32628781,ATL,29,C
Kevin Love,2016,16.03,9.9,2.42,0.75,0.53,1.84,0.55,57.4,26021385,CLE,27,PF
Paul Pierce,2013,18.57,6.32,4.81,1.09,0.39,2.78,0.56,57.34,19457634,BOS,35,SF
Dirk Nowitzki,2013,17.3,6.85,2.49,0.72,0.7,1.32,0.56,57.34,28832889,DAL,34,PF
Tyreke Evans,2010,20.14,5.28,5.75,1.51,0.36,3.0,0.53,57.26,5275889,SAC,20,SG
LaMarcus Aldridge,2010,17.86,8.04,2.05,0.86,0.62,1.33,0.53,57.22,15285577,POR,24,PF
Al Horford,2019,13.6,6.74,4.16,0.87,1.26,1.5,0.6,57.17,32390922,BOS,32,C
John Wall,2014,19.3,4.06,8.79,1.82,0.49,3.6,0.52,57.16,17033565,WAS,23,PG
Antawn Jamison,2010,18.71,8.41,1.27,1.08,0.32,1.38,0.53,57.16,18160670,TOT,33,PF
Dirk Nowitzki,2016,18.29,6.52,1.76,0.69,0.69,1.12,0.56,57.14,30735360,DAL,37,PF
Andrew Wiggins,2017,23.57,4.0,2.3,1.0,0.37,2.28,0.53,57.04,9162315,MIN,21,SF
Spencer Dinwiddie,2020,20.59,3.45,6.75,0.63,0.33,2.72,0.54,56.98,13165244,BRK,26,PG
Norman Powell,2021,19.6,3.0,1.83,1.12,0.19,1.83,0.65,56.97,16923066,TOR,27,SG
Kemba Walker,2021,19.28,3.95,4.93,1.12,0.28,2.05,0.56,56.94,38135407,BOS,30,PG
Stephen Curry,2011,18.55,3.86,5.84,1.47,0.27,3.05,0.6,56.91,4091922,GSW,22,PG
Dwyane Wade,2014,19.04,4.46,4.67,1.46,0.54,2.98,0.59,56.9,18648187,MIA,32,SG
Tim Duncan,2015,13.9,9.14,2.99,0.82,1.96,1.7,0.56,56.87,6518797,SAS,38,C
Fred VanVleet,2020,17.63,3.76,6.61,1.85,0.31,2.24,0.55,56.86,24424678,TOR,25,SG
Dwight Howard,2015,15.76,10.51,1.22,0.68,1.29,2.8,0.6,56.84,27763078,HOU,29,C
Chris Paul,2019,15.62,4.57,8.16,1.97,0.31,2.62,0.56,56.82,44545016,HOU,33,PG
Tyson Chandler,2013,10.44,10.65,0.94,0.64,1.14,1.32,0.67,56.8,17893246,NYK,30,C
Tobias Harris,2018,18.57,5.46,2.4,0.89,0.44,1.31,0.56,56.77,17403151,TOT,25,PF
Andrew Wiggins,2020,19.42,4.58,3.58,1.33,1.42,2.08,0.54,56.76,33955486,GSW,24,SF
Andre Drummond,2017,13.64,13.77,1.11,1.53,1.1,1.88,0.52,56.73,28760155,DET,23,C
Gerald Wallace,2011,15.83,7.61,2.48,2.0,0.65,2.26,0.59,56.72,12470891,POR,28,PF
Ryan Anderson,2012,16.07,7.72,0.89,0.82,0.43,0.93,0.59,56.64,11233781,ORL,23,PF
John Wall,2018,19.44,3.66,9.59,1.39,1.1,3.85,0.52,56.63,22541549,WAS,27,PG
Chris Boucher,2021,13.63,6.73,1.05,0.58,1.85,0.77,0.63,56.61,7655995,TOR,28,C
Lamar Odom,2011,14.39,8.66,3.04,0.57,0.74,1.7,0.59,56.6,11683255,LAL,31,PF
Paul Pierce,2012,19.36,5.2,4.49,1.15,0.43,2.84,0.57,56.59,21680352,BOS,34,SF
Steven Adams,2019,13.85,9.5,1.55,1.46,0.95,1.69,0.59,56.58,29895313,OKC,25,C
Chris Bosh,2013,16.65,6.77,1.66,0.89,1.36,1.73,0.59,56.58,24196202,MIA,28,C
Evan Fournier,2021,19.65,2.88,3.65,1.04,0.35,2.08,0.6,56.58,18695958,ORL,28,SF
Al Horford,2015,15.21,7.16,3.21,0.89,1.29,1.32,0.56,56.57,14900108,ATL,28,C
CJ McCollum,2018,21.38,3.96,3.36,0.95,0.43,1.86,0.54,56.54,30290615,POR,26,SG
James Harden,2012,16.84,4.06,3.69,1.0,0.24,2.21,0.66,56.51,7515549,OKC,22,SG
Luis Scola,2011,18.27,8.19,2.5,0.65,0.59,1.99,0.54,56.44,11278664,HOU,30,PF
Andre Iguodala,2010,17.09,6.45,5.76,1.72,0.67,2.66,0.54,56.43,16782664,PHI,26,SF
Rudy Gay,2017,18.73,6.33,2.77,1.47,0.87,2.47,0.56,56.42,10168358,SAC,30,SF
Josh Smith,2011,16.55,8.53,3.31,1.29,1.56,2.56,0.54,56.39,16277794,ATL,25,PF
